               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 483,            0.015568,           0.0079883,           0.0017674,             0.99746,                   1,               0.995,             0.94073,           0.0047773,           0.0028402,           0.0014489,           0.0004564,           0.0004564,           0.0004564
                 484,            0.011792,           0.0058046,           0.0017795,             0.99746,                   1,               0.995,             0.94073,           0.0047773,           0.0028402,           0.0014489,           0.0004366,           0.0004366,           0.0004366
                 485,            0.021694,           0.0070077,           0.0018331,             0.99747,                   1,               0.995,             0.96425,           0.0043873,           0.0027624,           0.0014424,           0.0004168,           0.0004168,           0.0004168
                 486,            0.015685,           0.0067945,           0.0017345,             0.99747,                   1,               0.995,             0.96425,           0.0043873,           0.0027624,           0.0014424,            0.000397,            0.000397,            0.000397
                 487,            0.018307,           0.0059162,           0.0020645,              0.9975,                   1,               0.995,             0.97328,           0.0041578,           0.0027267,            0.001436,           0.0003772,           0.0003772,           0.0003772
                 488,             0.01834,           0.0061396,           0.0017087,              0.9975,                   1,               0.995,             0.97328,           0.0041578,           0.0027267,            0.001436,           0.0003574,           0.0003574,           0.0003574
                 489,            0.014619,           0.0059786,           0.0018817,              0.9975,                   1,               0.995,             0.96778,           0.0043596,           0.0027559,           0.0014278,           0.0003376,           0.0003376,           0.0003376
                 490,             0.01754,           0.0050956,            0.002314,              0.9975,                   1,               0.995,             0.96778,           0.0043596,           0.0027559,           0.0014278,           0.0003178,           0.0003178,           0.0003178
                 491,             0.01345,           0.0048616,            0.001732,              0.9975,                   1,               0.995,             0.96777,           0.0042715,           0.0027353,           0.0014283,            0.000298,            0.000298,            0.000298
                 492,            0.017574,           0.0056422,           0.0017194,              0.9975,                   1,               0.995,             0.96777,           0.0042715,           0.0027353,           0.0014283,           0.0002782,           0.0002782,           0.0002782
                 493,            0.016478,           0.0052143,           0.0018398,             0.99749,                   1,               0.995,             0.97193,           0.0041132,           0.0027105,           0.0014298,           0.0002584,           0.0002584,           0.0002584
                 494,            0.014548,            0.004921,           0.0016034,             0.99749,                   1,               0.995,             0.97193,           0.0041132,           0.0027105,           0.0014298,           0.0002386,           0.0002386,           0.0002386
                 495,            0.019401,           0.0050233,           0.0018896,              0.9975,                   1,               0.995,             0.97194,           0.0040359,           0.0026971,             0.00142,           0.0002188,           0.0002188,           0.0002188
                 496,            0.018767,           0.0075882,           0.0018039,              0.9975,                   1,               0.995,             0.97194,           0.0040359,           0.0026971,             0.00142,            0.000199,            0.000199,            0.000199
                 497,            0.013112,           0.0053081,            0.001702,             0.99748,                   1,               0.995,             0.97194,           0.0041223,           0.0027065,           0.0014144,           0.0001792,           0.0001792,           0.0001792
                 498,            0.013352,           0.0045978,           0.0020227,             0.99748,                   1,               0.995,             0.97194,           0.0041223,           0.0027065,           0.0014144,           0.0001594,           0.0001594,           0.0001594
                 499,            0.018723,           0.0051664,           0.0020345,             0.99749,                   1,               0.995,             0.97096,           0.0042095,           0.0027304,           0.0014158,           0.0001396,           0.0001396,           0.0001396
